Sample	serotype	st	source
GCA_916160655.1	O25	131	urine
GCA_916179835.1	O25	131	blood
GCA_014754445.1	O25	others	urine
GCA_014823035.1	O25	131	urine
GCA_014823375.1	O25	131	urine
GCA_964006675.1	O25	131	wound
GCA_014793985.1	O25	131	respiratory
GCA_014793965.1	O25	131	others
GCA_014823315.1	O25	131	urine
GCA_019194135.1	O25	131	respiratory
GCA_019148885.1	O25	131	urine
GCA_916160345.1	O25	131	blood
GCA_916160295.1	O25	131	blood
GCA_916176195.1	O25	131	blood
GCA_916175905.1	O25	131	blood
GCA_916175725.1	O25	131	blood
GCA_916160965.1	O25	131	blood
GCA_964006405.1	O25	131	wound
GCA_042836245.1	O25	131	urine
GCA_042836285.1	O25	131	urine
GCA_043057365.1	O25	131	urine
GCA_043057385.1	O25	131	urine
GCA_043057425.1	O25	131	urine
GCA_014822775.1	O25	131	urine
GCA_014822835.1	O25	131	urine
GCA_014822855.1	O25	131	urine
GCA_015195285.1	O25	131	blood
GCA_015195885.1	O25	131	blood
GCA_015196585.1	O25	131	urine
GCA_019903935.1	O25	131	blood
GCA_019903585.1	O25	131	blood
GCA_019903725.1	O25	131	blood
GCA_032865855.2	O25	131	others
GCA_916159905.1	O25	131	others
GCA_916159785.1	O25	131	blood
GCA_916159615.1	O25	131	blood
GCA_916160635.1	O25	131	blood
GCA_042837545.1	O25	131	urine
GCA_042837775.1	O25	131	urine
GCA_042837815.1	O25	131	respiratory
GCA_964006965.1	O25	131	urine
GCA_964006355.1	O25	131	others
GCA_964006175.1	O25	131	wound
GCA_014822595.1	O25	131	urine
GCA_015186005.1	O25	131	blood
GCA_015185885.1	O25	131	blood
GCA_015186085.1	O25	131	blood
GCA_015186065.1	O25	131	blood
GCA_015186105.1	O25	131	blood
GCA_015185585.1	O25	131	blood
GCA_015185485.1	O25	131	blood
GCA_038080435.1	O25	131	urine
GCA_038080995.1	O25	131	urine
GCA_019202075.1	O25	131	blood
GCA_047580845.1	O25	10	urine
GCA_047581145.1	O25	131	urine
GCA_021047665.1	O25	131	others
GCA_020907695.1	O25	131	blood
GCA_916159605.1	O25	131	blood
GCA_916159995.1	O25	131	blood
GCA_020907605.1	O25	131	urine
GCA_020907485.1	O25	131	urine
GCA_020907465.1	O25	69	respiratory
GCA_020230335.1	O25	131	others
GCA_019903685.1	O25	131	blood
GCA_021902195.1	O25	131	urine
GCA_021129355.1	O25	131	blood
GCA_038080275.1	O25	others	wound
GCA_015185965.1	O25	131	blood
GCA_042838295.1	O25	131	urine
GCA_042839095.1	O25	131	urine
GCA_042836535.1	O25	131	urine
GCA_015195965.1	O25	131	blood
GCA_015119035.1	O25	131	respiratory
GCA_015118735.1	O25	131	respiratory
GCA_015122495.1	O25	131	respiratory
GCA_015118205.1	O25	131	respiratory
GCA_902168385.1	O25	131	others
GCA_019202445.1	O25	131	urine
GCA_047581845.1	O25	others	urine
GCA_021523255.1	O25	131	blood
GCA_015118155.1	O25	131	respiratory
GCA_015185605.1	O25	131	blood
GCA_015186025.1	O25	131	blood
GCA_015185745.1	O25	131	blood
GCA_015185765.1	O25	131	blood
GCA_015185825.1	O25	131	blood
GCA_043166365.1	O25	others	blood
GCA_043166745.1	O25	648	blood
GCA_021511095.1	O25	131	blood
GCA_021508685.1	O25	131	blood
GCA_021508675.1	O25	131	blood
GCA_021523415.1	O25	131	blood
GCA_021507475.1	O25	131	blood
GCA_021526365.1	O25	131	blood
GCA_021524985.1	O25	131	blood
GCA_021508995.1	O25	131	blood
GCA_021509095.1	O25	131	blood
GCA_021507495.1	O25	131	blood
GCA_021509615.1	O25	131	blood
GCA_019878225.1	O25	131	urine
GCA_019878155.1	O25	131	others
GCA_019878045.1	O25	131	others
GCA_043166945.1	O25	127	blood
GCA_034193385.1	O25	131	respiratory
GCA_042704705.1	O25	131	others
GCA_035582285.1	O25	131	urine
GCA_035582145.1	O25	131	blood
GCA_035582125.1	O25	131	urine
GCA_015013595.1	O25	131	urine
GCA_015041575.1	O25	131	urine
GCA_015013815.1	O25	131	urine
GCA_015041835.1	O25	131	others
GCA_015013895.1	O25	131	respiratory
GCA_015013855.1	O25	131	blood
GCA_019201975.1	O25	131	urine
GCA_021510155.1	O25	131	blood
GCA_021510205.1	O25	others	blood
GCA_021525825.1	O25	131	blood
GCA_021506875.1	O25	131	blood
GCA_021507155.1	O25	131	blood
GCA_021522655.1	O25	131	blood
GCA_021522855.1	O25	131	blood
GCA_021522955.1	O25	131	blood
GCA_021525945.1	O25	131	blood
GCA_021507315.1	O25	131	blood
GCA_021507335.1	O25	131	blood
GCA_023774055.1	O25	131	respiratory
GCA_021507395.1	O25	131	blood
GCA_021527495.1	O25	131	blood
GCA_019227645.1	O25	73	urine
GCA_032865055.2	O25	131	urine
GCA_023019285.1	O25	131	urine
GCA_023019485.1	O25	131	urine
GCA_023826035.1	O25	131	urine
GCA_023874165.1	O25	131	urine
GCA_023782305.1	O25	131	urine
GCA_020471405.1	O25	131	urine
GCA_019202375.1	O25	131	urine
GCA_019202335.1	O25	131	blood
GCA_019202285.1	O25	131	blood
GCA_019201995.1	O25	131	urine
GCA_019215185.1	O25	131	blood
GCA_023773975.1	O25	131	respiratory
GCA_023787655.1	O25	131	respiratory
GCA_023787735.1	O25	131	others
GCA_023774815.1	O25	131	urine
GCA_023775695.1	O25	131	urine
GCA_023826335.1	O25	131	urine
GCA_023787115.1	O25	131	urine
GCA_023774535.1	O25	131	wound
GCA_019227965.1	O25	131	blood
GCA_019227005.1	O25	131	urine
GCA_019227585.1	O25	131	urine
GCA_019228765.1	O25	131	urine
GCA_019215405.1	O25	131	others
GCA_019228785.1	O25	131	urine
GCA_019228925.1	O25	131	urine
GCA_019215085.1	O25	131	urine
GCA_023826015.1	O25	131	others
GCA_047594025.1	O25	361	respiratory
GCA_019228385.1	O25	69	wound
GCA_019228825.1	O25	131	others
GCA_019228565.1	O25	131	others
GCA_015042195.1	O25	131	urine
GCA_015013955.1	O25	131	wound
GCA_015041475.1	O25	131	urine
GCA_034157705.1	O25	131	wound
GCA_034158205.1	O25	131	others
GCA_034153465.1	O25	131	urine
GCA_034155685.1	O25	131	blood
GCA_034155745.1	O25	131	urine
GCA_034155785.1	O25	131	urine
GCA_034155825.1	O25	131	urine
GCA_034155865.1	O25	131	urine
GCA_015041605.1	O25	131	urine
GCA_015042095.1	O25	131	others
GCA_015013695.1	O25	131	respiratory
GCA_015013755.1	O25	131	respiratory
GCA_044950425.1	O25	others	urine
GCA_044951565.1	O25	12	urine
GCA_038085895.1	O25	410	urine
GCA_038085965.1	O25	361	urine
GCA_023778595.1	O25	131	urine
GCA_023786615.1	O25	131	urine
GCA_023777595.1	O25	131	blood
GCA_019228625.1	O25	131	urine
GCA_019216325.1	O25	131	blood
GCA_019215825.1	O25	131	urine
GCA_019215565.1	O25	131	urine
GCA_015041035.1	O25	131	urine
GCA_015041775.1	O25	131	others
GCA_015012335.1	O25	131	urine
GCA_015021675.1	O25	131	urine
GCA_034158505.1	O25	131	wound
GCA_034139985.1	O25	131	urine
GCA_034158725.1	O25	131	blood
GCA_034158765.1	O25	131	urine
GCA_034154825.1	O25	131	urine
GCA_034137245.1	O25	131	blood
GCA_034157545.1	O25	131	urine
GCA_034157645.1	O25	131	wound
GCA_015140295.1	O25	131	others
GCA_019216905.1	O25	131	urine
GCA_019217105.1	O25	131	blood
GCA_023861045.1	O25	131	urine
GCA_047596085.1	O25	others	blood
GCA_047596625.1	O25	95	blood
GCA_047596745.1	O25	73	blood
GCA_019217705.1	O25	131	urine
GCA_019230005.1	O25	131	urine
GCA_019215905.1	O25	131	urine
GCA_015041355.1	O25	131	urine
GCA_034159645.1	O25	131	urine
GCA_034155085.1	O25	131	urine
GCA_034150625.1	O25	131	urine
GCA_034150765.1	O25	others	urine
GCA_034159965.1	O25	131	urine
GCA_034160065.1	O25	131	urine
GCA_034158285.1	O25	131	others
GCA_034158385.1	O25	131	urine
GCA_034139665.1	O25	131	wound
GCA_034161485.1	O25	others	urine
GCA_902703355.1	O25	131	urine
GCA_902703315.1	O25	131	urine
GCA_044950045.1	O25	127	urine
GCA_023879265.1	O25	131	urine
GCA_019231095.1	O25	131	urine
GCA_019231125.1	O25	131	others
GCA_019209585.1	O25	others	others
GCA_019210445.1	O25	others	others
GCA_019209625.1	O25	others	others
GCA_019210505.1	O25	others	others
GCA_019210485.1	O25	others	others
GCA_019070145.1	O25	131	wound
GCA_019231745.1	O25	others	others
GCA_019193995.1	O25	131	respiratory
GCA_044949485.1	O25	others	urine
GCA_044949605.1	O25	others	urine
GCA_015285465.1	O25	131	others
GCA_034161305.1	O25	131	urine
GCA_034161785.1	O25	131	wound
GCA_034161965.1	O25	131	others
GCA_034158785.1	O25	131	urine
GCA_034146745.1	O25	131	wound
GCA_034150405.1	O25	131	wound
GCA_034162485.1	O25	131	urine
GCA_034155065.1	O25	others	wound
GCA_015284385.1	O25	131	urine
GCA_019011905.1	O25	131	urine
GCA_019011525.1	O25	131	urine
GCA_019011385.1	O25	131	urine
GCA_019011405.1	O25	131	urine
GCA_019051965.1	O25	69	respiratory
GCA_047597085.1	O25	131	blood
GCA_047596825.1	O25	others	blood
GCA_047596985.1	O25	12	blood
GCA_047597145.1	O25	others	blood
GCA_034162885.1	O25	131	urine
GCA_034162955.1	O25	131	urine
GCA_033984275.1	O25	131	urine
GCA_034160045.1	O25	131	urine
GCA_034160085.1	O25	131	respiratory
GCA_034161245.1	O25	131	urine
GCA_015265645.1	O25	131	blood
GCA_015265555.1	O25	131	blood
GCA_015283545.1	O25	131	urine
GCA_015283825.1	O25	131	urine
GCA_018922745.1	O25	131	others
GCA_019011885.1	O25	131	urine
GCA_019011205.1	O25	131	urine
GCA_019011225.1	O25	131	urine
GCA_024198325.1	O25	131	urine
GCA_024164725.1	O25	131	urine
GCA_019011265.1	O25	131	urine
GCA_019011325.1	O25	131	urine
GCA_015283765.1	O25	131	others
GCA_043172485.1	O25	69	blood
GCA_032257845.1	O25	others	others
GCA_044678305.1	O25	73	urine
GCA_044516465.1	O25	73	others
GCA_034162605.1	O25	131	blood
GCA_044045465.1	O25	69	blood
GCA_023895435.1	O25	131	urine
GCA_024453345.1	O25	131	urine
GCA_024446755.1	O25	131	respiratory
GCA_024395275.1	O25	131	urine
GCA_024395295.1	O25	131	urine
GCA_024395395.1	O25	131	urine
GCA_024395435.1	O25	131	urine
GCA_019011465.1	O25	131	urine
GCA_019011505.1	O25	131	urine
GCA_019011545.1	O25	131	urine
GCA_018922185.1	O25	131	others
GCA_031857195.1	O25	131	blood
GCA_031857075.1	O25	131	blood
GCA_034515625.1	O25	131	urine
GCA_034515725.1	O25	131	urine
GCA_032985345.1	O25	unknown	wound
GCA_032988775.1	O25	131	respiratory
GCA_032992985.1	O25	131	urine
GCA_032972605.1	O25	131	others
GCA_032749935.1	O25	131	urine
GCA_032207015.1	O25	131	urine
GCA_903974685.1	O25	131	blood
GCA_018491775.1	O25	131	blood
GCA_018491725.1	O25	131	blood
GCA_018491275.1	O25	131	blood
GCA_018491265.1	O25	131	blood
GCA_018491065.1	O25	131	blood
GCA_018490845.1	O25	131	blood
GCA_047597865.1	O25	73	blood
GCA_018490745.1	O25	131	blood
GCA_018490705.1	O25	131	blood
GCA_018490605.1	O25	131	blood
GCA_018490385.1	O25	131	blood
GCA_018413495.1	O25	131	others
GCA_024471915.1	O25	131	blood
GCA_024446315.1	O25	131	urine
GCA_024445735.1	O25	131	blood
GCA_018492125.1	O25	131	blood
GCA_018491925.1	O25	131	blood
GCA_903974605.1	O25	73	blood
GCA_031855875.1	O25	131	blood
GCA_032259485.1	O25	131	urine
GCA_032120475.2	O25	131	urine
GCA_032121125.2	O25	131	urine
GCA_032122895.2	O25	131	respiratory
GCA_032123055.2	O25	131	urine
GCA_031857335.1	O25	131	blood
GCA_903974945.1	O25	131	blood
GCA_024765955.1	O25	131	urine
GCA_024765805.1	O25	131	urine
GCA_024765675.1	O25	131	urine
GCA_024765465.1	O25	131	urine
GCA_024765455.1	O25	131	urine
GCA_024765175.1	O25	131	blood
GCA_024765155.1	O25	131	urine
GCA_024767315.1	O25	131	urine
GCA_044949165.1	O25	1193	urine
GCA_044949265.1	O25	131	urine
GCA_018490765.1	O25	131	blood
GCA_031854725.1	O25	131	blood
GCA_031854605.1	O25	131	blood
GCA_031854485.1	O25	131	blood
GCA_958327805.1	O25	131	blood
GCA_958328935.1	O25	131	blood
GCA_031856655.1	O25	131	blood
GCA_031856535.1	O25	131	blood
GCA_031856495.1	O25	131	blood
GCA_031856375.1	O25	131	blood
GCA_031856315.1	O25	131	blood
GCA_958326055.1	O25	131	urine
GCA_018348335.1	O25	131	blood
GCA_018347465.1	O25	131	blood
GCA_024767295.1	O25	131	urine
GCA_024767235.1	O25	131	urine
GCA_024766935.1	O25	131	urine
GCA_024766875.1	O25	131	urine
GCA_024766835.1	O25	131	blood
GCA_024766625.1	O25	131	urine
GCA_024766445.1	O25	131	blood
GCA_024766335.1	O25	131	urine
GCA_024768115.1	O25	131	urine
GCA_024766305.1	O25	131	blood
GCA_024766275.1	O25	131	urine
GCA_018258735.1	O25	131	blood
GCA_024768095.1	O25	131	urine
GCA_024768075.1	O25	131	urine
GCA_024767875.1	O25	131	blood
GCA_024767835.1	O25	131	blood
GCA_024767795.1	O25	131	blood
GCA_024767725.1	O25	131	urine
GCA_024767675.1	O25	131	blood
GCA_024768475.1	O25	131	blood
GCA_018337455.1	O25	others	others
GCA_018347365.1	O25	131	blood
GCA_024768425.1	O25	131	urine
GCA_024768415.1	O25	131	urine
GCA_024768395.1	O25	131	urine
GCA_024768355.1	O25	131	urine
GCA_024768255.1	O25	131	urine
GCA_024768235.1	O25	131	urine
GCA_024768215.1	O25	131	urine
GCA_024768195.1	O25	131	blood
GCA_018288015.3	O25	131	urine
GCA_018288035.3	O25	131	urine
GCA_018260765.1	O25	131	blood
GCA_958313415.1	O25	131	urine
GCA_031855555.1	O25	unknown	blood
GCA_031855195.1	O25	131	blood
GCA_031854905.1	O25	131	blood
GCA_031854855.1	O25	131	blood
GCA_903975915.1	O25	131	blood
GCA_024768575.1	O25	131	blood
GCA_025584255.1	O25	131	others
GCA_025584205.1	O25	131	others
GCA_025584185.1	O25	131	others
GCA_025584165.1	O25	131	others
GCA_025584085.1	O25	131	others
GCA_017841915.1	O25	131	urine
GCA_017842015.1	O25	131	urine
GCA_017842055.1	O25	131	urine
GCA_017928315.1	O25	131	urine
GCA_017928335.1	O25	131	urine
GCA_017898085.1	O25	131	urine
GCA_017841175.1	O25	131	urine
GCA_017841255.1	O25	131	urine
GCA_025583975.1	O25	131	others
GCA_025472955.1	O25	131	blood
GCA_025490815.1	O25	others	blood
GCA_025473095.1	O25	131	blood
GCA_025593355.1	O25	131	others
GCA_025593335.1	O25	131	others
GCA_025593295.1	O25	131	others
GCA_025593255.1	O25	131	others
GCA_025584825.1	O25	131	others
GCA_025584665.1	O25	unknown	others
GCA_025472975.1	O25	131	blood
GCA_025473175.1	O25	131	blood
GCA_024768715.1	O25	131	urine
GCA_024768695.1	O25	131	urine
GCA_024768595.1	O25	131	urine
GCA_958324015.1	O25	131	urine
GCA_958326105.1	O25	131	urine
GCA_903975655.1	O25	131	blood
GCA_903976275.1	O25	131	blood
GCA_025584325.1	O25	131	others
GCA_025584285.1	O25	131	others
GCA_025584245.1	O25	131	others
GCA_025603135.1	O25	131	others
GCA_025603115.1	O25	131	others
GCA_025594105.1	O25	131	others
GCA_025594085.1	O25	131	others
GCA_025594025.1	O25	131	others
GCA_017842335.1	O25	131	urine
GCA_017842415.1	O25	131	urine
GCA_017841675.1	O25	131	urine
GCA_017841835.1	O25	131	urine
GCA_025584065.1	O25	131	others
GCA_025593725.1	O25	131	others
GCA_025593705.1	O25	131	others
GCA_025593685.1	O25	others	others
GCA_025593645.1	O25	131	others
GCA_025593575.1	O25	131	others
GCA_025593375.1	O25	131	others
GCA_025789795.2	O25	131	urine
GCA_025584625.1	O25	131	others
GCA_025584585.1	O25	131	others
GCA_025584485.1	O25	131	others
GCA_025584465.1	O25	131	others
GCA_025584445.1	O25	131	others
GCA_025584425.1	O25	131	others
GCA_025584345.1	O25	131	others
GCA_044684895.1	O25	others	urine
GCA_903976345.1	O25	131	blood
GCA_903977065.1	O25	131	blood
GCA_026219495.1	O25	131	blood
GCA_026220955.1	O25	131	others
GCA_026219475.1	O25	131	blood
GCA_026219955.1	O25	131	blood
GCA_026132825.1	O25	131	blood
GCA_025593965.1	O25	131	others
GCA_025593945.1	O25	131	others
GCA_025593925.1	O25	131	others
GCA_958325465.1	O25	131	blood
GCA_958311905.1	O25	131	urine
GCA_903977475.1	O25	73	blood
GCA_903977435.1	O25	131	blood
GCA_031164455.2	O25	131	others
GCA_015962445.2	O25	131	others
GCA_033198395.2	O25	unknown	others
GCA_032328155.2	O25	131	urine
GCA_032328745.2	O25	131	urine
GCA_032328895.2	O25	131	urine
GCA_032329335.2	O25	131	others
GCA_015693355.1	O25	131	urine
GCA_015693325.1	O25	131	blood
GCA_038428555.1	O25	others	urine
GCA_043017795.1	O25	131	urine
GCA_043017865.1	O25	131	urine
GCA_017842795.1	O25	131	urine
GCA_047658595.1	O25	1193	blood
GCA_026360235.1	O25	131	urine
GCA_017842615.1	O25	131	urine
GCA_015892765.3	O25	131	urine
GCA_032329675.2	O25	131	blood
GCA_032329915.2	O25	131	urine
GCA_032329935.2	O25	131	urine
GCA_032330335.2	O25	131	urine
GCA_032330615.2	O25	131	urine
GCA_015923365.3	O25	131	others
GCA_015693595.1	O25	131	urine
GCA_026228725.1	O25	unknown	others
GCA_026357035.1	O25	131	urine
GCA_017714355.1	O25	73	urine
GCA_015693465.1	O25	131	blood
GCA_015693365.1	O25	131	urine
GCA_039787035.1	O25	unknown	others
GCA_032335475.2	O25	73	blood
GCA_045061545.1	O25	1193	urine
GCA_044855505.1	O25	167	others
GCA_016387125.1	O25	131	blood
GCA_016387045.1	O25	131	urine
GCA_016386925.1	O25	131	respiratory
GCA_016386845.1	O25	131	wound
GCA_016386795.1	O25	131	urine
GCA_026356355.1	O25	73	urine
GCA_017676565.1	O25	73	urine
GCA_017715115.1	O25	73	others
GCA_017679625.1	O25	73	urine
GCA_016386745.1	O25	131	urine
GCA_016386665.1	O25	131	blood
GCA_016386655.1	O25	131	urine
GCA_016386555.1	O25	131	urine
GCA_032389215.1	O25	131	urine
GCA_032400125.1	O25	131	urine
GCA_032331775.2	O25	131	urine
GCA_032333955.2	O25	131	urine
GCA_016386545.1	O25	131	wound
GCA_016387665.1	O25	131	urine
GCA_016387595.1	O25	131	urine
GCA_016387475.1	O25	131	urine
GCA_026356715.1	O25	131	urine
GCA_047599805.1	O25	69	blood
GCA_047600045.1	O25	10	blood
GCA_047600525.1	O25	95	blood
GCA_047601635.1	O25	95	blood
GCA_026301285.1	O25	131	urine
GCA_026303155.1	O25	95	urine
GCA_016387425.1	O25	131	respiratory
GCA_016387345.1	O25	131	respiratory
GCA_016387295.1	O25	131	blood
GCA_016387265.1	O25	131	urine
GCA_016387165.1	O25	131	urine
GCA_016387135.1	O25	131	urine
GCA_032336425.2	O25	131	urine
GCA_032336695.2	O25	131	urine
GCA_032338315.2	O25	131	respiratory
GCA_032338655.2	O25	131	urine
GCA_032389155.1	O25	131	urine
GCA_032519985.1	O25	131	urine
GCA_032536045.1	O25	131	urine
GCA_032539465.1	O25	131	urine
GCA_026351335.1	O25	131	blood
GCA_026302055.1	O25	131	urine
GCA_026337255.1	O25	131	others
GCA_017676625.1	O25	131	urine
GCA_017665375.1	O25	131	urine
GCA_017669235.1	O25	131	urine
GCA_017677605.1	O25	73	urine
GCA_017676545.1	O25	73	urine
GCA_017682605.1	O25	73	urine
GCA_017684585.1	O25	73	urine
GCA_017687275.1	O25	73	urine
GCA_017715255.1	O25	others	urine
GCA_047602875.1	O25	131	blood
GCA_026350355.1	O25	95	urine
GCA_026350595.1	O25	131	urine
GCA_032401245.1	O25	131	urine
GCA_016388365.1	O25	131	respiratory
GCA_016388355.1	O25	131	others
GCA_016388125.1	O25	131	urine
GCA_016388105.1	O25	131	respiratory
GCA_016387885.1	O25	131	urine
GCA_016387855.1	O25	131	blood
GCA_016387825.1	O25	131	respiratory
GCA_016387785.1	O25	131	urine
GCA_016387795.1	O25	131	respiratory
GCA_016387685.1	O25	131	others
GCA_016389585.1	O25	131	respiratory
GCA_017669425.1	O25	131	urine
GCA_017668835.1	O25	131	urine
GCA_017664635.1	O25	131	urine
GCA_017669565.1	O25	131	blood
GCA_017673785.1	O25	131	urine
GCA_017668855.1	O25	131	blood
GCA_026330795.1	O25	131	blood
GCA_017669335.1	O25	131	urine
GCA_017663715.1	O25	131	blood
GCA_017673945.1	O25	131	urine
GCA_017665495.1	O25	131	urine
GCA_017673905.1	O25	131	urine
GCA_017665515.1	O25	131	others
GCA_017665575.1	O25	131	urine
GCA_017668115.1	O25	131	urine
GCA_017667015.1	O25	131	urine
GCA_017667055.1	O25	131	others
GCA_017670585.1	O25	131	others
GCA_017667905.1	O25	131	urine
GCA_017666875.1	O25	131	blood
GCA_017674105.1	O25	131	urine
GCA_017663995.1	O25	131	urine
GCA_017665695.1	O25	131	urine
GCA_017667855.1	O25	131	blood
GCA_017674205.1	O25	131	urine
GCA_017667975.1	O25	131	respiratory
GCA_030376075.1	O25	131	urine
GCA_030375665.1	O25	131	others
GCA_032403365.1	O25	73	urine
GCA_032403505.1	O25	131	urine
GCA_016389465.1	O25	131	respiratory
GCA_016388805.1	O25	131	urine
GCA_016388765.1	O25	131	wound
GCA_016388635.1	O25	131	blood
GCA_016388555.1	O25	131	wound
GCA_016388545.1	O25	131	urine
GCA_016388485.1	O25	131	urine
GCA_016388455.1	O25	131	urine
GCA_016388405.1	O25	131	others
GCA_017667995.1	O25	131	blood
GCA_017666975.1	O25	131	urine
GCA_017674445.1	O25	131	others
GCA_017666615.1	O25	131	respiratory
GCA_017674465.1	O25	131	urine
GCA_017669525.1	O25	131	urine
GCA_026385315.1	O25	131	urine
GCA_026375535.1	O25	131	urine
GCA_026381555.1	O25	131	urine
GCA_017671145.1	O25	131	urine
GCA_017669465.1	O25	131	others
GCA_017674635.1	O25	131	others
GCA_017666015.1	O25	131	urine
GCA_017674605.1	O25	131	urine
GCA_017664875.1	O25	131	urine
GCA_017664935.1	O25	131	others
GCA_017668595.1	O25	131	urine
GCA_017668615.1	O25	131	respiratory
GCA_017666555.1	O25	131	urine
GCA_032840515.1	O25	131	others
GCA_032844785.1	O25	131	others
GCA_032844845.1	O25	131	others
GCA_032844925.1	O25	131	others
GCA_032845005.1	O25	131	others
GCA_032845025.1	O25	131	others
GCA_016390145.1	O25	131	wound
GCA_016390115.1	O25	131	blood
GCA_016390025.1	O25	131	urine
GCA_016389995.1	O25	others	urine
GCA_016389825.1	O25	others	blood
GCA_016389805.1	O25	131	urine
GCA_016389635.1	O25	131	urine
GCA_017665175.1	O25	131	urine
GCA_017667155.1	O25	131	respiratory
GCA_017665975.1	O25	131	urine
GCA_017667215.1	O25	131	urine
GCA_026382615.1	O25	131	urine
GCA_026383895.1	O25	131	urine
GCA_026383055.1	O25	131	urine
GCA_026383255.1	O25	131	urine
GCA_026383335.1	O25	131	urine
GCA_026383555.1	O25	131	urine
GCA_026384435.1	O25	131	urine
GCA_026380575.1	O25	131	urine
GCA_026384415.1	O25	131	urine
GCA_026384835.1	O25	131	urine
GCA_026380835.1	O25	131	urine
GCA_026380875.1	O25	131	urine
GCA_026381155.1	O25	131	urine
GCA_026381235.1	O25	others	urine
GCA_026381215.1	O25	131	urine
GCA_026381515.1	O25	131	urine
GCA_026379075.1	O25	131	urine
GCA_017674845.1	O25	131	urine
GCA_017666175.1	O25	131	blood
GCA_017675065.1	O25	131	blood
GCA_017663575.1	O25	131	blood
GCA_017669315.1	O25	131	urine
GCA_017668795.1	O25	131	urine
GCA_017669445.1	O25	131	urine
GCA_017667595.1	O25	131	urine
GCA_017668675.1	O25	131	blood
GCA_026383795.1	O25	131	urine
GCA_026379135.1	O25	131	urine
GCA_026379215.1	O25	131	urine
GCA_026379195.1	O25	131	urine
GCA_026379555.1	O25	131	urine
GCA_026379675.1	O25	131	urine
GCA_026379935.1	O25	131	urine
GCA_026380135.1	O25	131	urine
GCA_026377215.1	O25	others	urine
GCA_026378055.1	O25	131	urine
GCA_026380615.1	O25	131	urine
GCA_026380755.1	O25	131	urine
GCA_026380775.1	O25	131	urine
GCA_026380815.1	O25	131	urine
GCA_026383855.1	O25	131	urine
GCA_026376795.1	O25	131	urine
GCA_026375055.1	O25	131	urine
GCA_026376895.1	O25	131	urine
GCA_026376915.1	O25	131	urine
GCA_017658935.1	O25	131	urine
GCA_017611745.1	O25	131	respiratory
GCA_017612355.1	O25	131	urine
GCA_017684815.1	O25	131	urine
GCA_017684855.1	O25	131	urine
GCA_017658995.1	O25	131	urine
GCA_017083385.1	O25	131	urine
GCA_017674725.1	O25	131	urine
GCA_017668355.1	O25	131	urine
GCA_017666135.1	O25	131	urine
GCA_017667455.1	O25	131	urine
GCA_017667475.1	O25	131	urine
GCA_017085225.1	O25	131	others
GCA_026377715.1	O25	131	urine
GCA_026376995.1	O25	131	urine
GCA_026376095.1	O25	131	urine
GCA_026377115.1	O25	131	urine
GCA_026378695.1	O25	131	urine
GCA_026378625.1	O25	131	urine
GCA_026384615.1	O25	others	urine
GCA_026378075.1	O25	131	urine
GCA_026378135.1	O25	others	urine
GCA_026378175.1	O25	131	urine
GCA_026378195.1	O25	131	urine
GCA_026379455.1	O25	131	urine
GCA_026378855.1	O25	131	urine
GCA_026381035.1	O25	131	urine
GCA_026377355.1	O25	131	urine
GCA_026375015.1	O25	131	urine
GCA_026379335.1	O25	131	urine
GCA_017083445.1	O25	131	others
GCA_017083565.1	O25	131	blood
GCA_017083805.1	O25	131	others
GCA_017083625.1	O25	131	urine
GCA_017083945.1	O25	131	urine
GCA_017084185.1	O25	131	respiratory
GCA_017084305.1	O25	131	urine
GCA_017084685.1	O25	131	urine
GCA_017084725.1	O25	131	others
GCA_017084965.1	O25	131	urine
GCA_017085025.1	O25	131	urine
GCA_027224905.1	O25	131	urine
GCA_017085265.1	O25	131	respiratory
GCA_017085105.1	O25	131	urine
GCA_017085425.1	O25	131	urine
GCA_017086885.1	O25	131	others
GCA_017085885.1	O25	131	blood
GCA_017087205.1	O25	131	urine
GCA_017087065.1	O25	131	urine
GCA_017087565.1	O25	131	urine
GCA_017087585.1	O25	131	urine
GCA_017087305.1	O25	131	others
GCA_017087365.1	O25	131	others
GCA_017087685.1	O25	131	urine
GCA_017087705.1	O25	131	urine
GCA_017091365.1	O25	131	urine
GCA_017091445.1	O25	131	others
GCA_017090985.1	O25	131	blood
GCA_026377315.1	O25	131	urine
GCA_026378405.1	O25	131	urine
GCA_016389605.1	O25	131	urine
GCA_016390935.1	O25	131	urine
GCA_016390725.1	O25	131	wound
GCA_016390525.1	O25	131	respiratory
GCA_016390465.1	O25	131	wound
GCA_016390365.1	O25	131	respiratory
GCA_032846525.1	O25	131	others
GCA_030167785.1	O25	131	blood
GCA_030167725.1	O25	131	blood
GCA_031489495.1	O25	131	urine
GCA_031489875.1	O25	131	urine
GCA_031489855.1	O25	131	urine
GCA_031490135.1	O25	131	urine
GCA_031490185.1	O25	131	blood
GCA_017093805.1	O25	131	others
GCA_017093505.1	O25	131	urine
GCA_017093265.1	O25	131	urine
GCA_017093205.1	O25	131	urine
GCA_017087745.1	O25	131	blood
GCA_017087425.1	O25	131	urine
GCA_017088705.1	O25	131	blood
GCA_017088765.1	O25	131	others
GCA_017088545.1	O25	131	others
GCA_017088725.1	O25	131	urine
GCA_017088895.1	O25	131	others
GCA_017090905.1	O25	131	blood
GCA_017088965.1	O25	131	others
